Date,Rub_Exchange_Rate
2023-03-15,93.40824026853103
2022-08-31,89.00261713718118
2020-01-13,70.27539394457165
2020-06-20,73.27976278863103
2020-09-17,74.81795365468152
2022-04-19,86.64417009341686
2023-07-04,95.51669663878272
2023-05-05,94.35028707559913
2020-05-18,72.61028620470749
2021-07-03,81.10398067885862
2021-09-18,82.74504023746829
2022-05-15,87.5849929784459
2022-03-07,86.45218885704915
2021-07-12,81.23942103774509
2020-05-19,72.96705230287014
2023-08-22,96.20264980264731
2022-06-11,87.97573770249421
2020-08-12,74.5048108923444
2024-01-09,99.4298988344906
2021-02-13,78.15829848907515
2020-11-21,76.53176131720524
2020-10-26,76.18715697126545
2022-06-24,86.7430399561414
2022-01-24,84.71150364634713
2024-01-21,99.64876667314562
2023-12-28,98.98940586924982
2022-08-25,89.30781334826992
2023-10-10,97.3947941165833
2021-07-27,81.41928238258
2021-05-18,79.88754894001903
2023-11-02,98.04129463028649
2020-01-04,69.90862698949147
2024-01-02,99.06252110773225
2021-04-12,79.21822129239992
2020-11-17,76.24808763660101
2020-01-06,69.94288782755388
2022-09-21,89.8728693660578
2021-07-01,80.67768200421902
2022-02-04,85.35511122072361
2020-02-09,70.77485544954213
2021-06-26,80.75974372835634
2020-08-30,74.8448293872767
2020-05-16,72.98925343603966
2023-04-18,94.4598562093062
2022-11-20,90.92911896386532
2023-01-25,92.47002128964081
2021-11-22,83.84867245716622
2022-12-19,91.7424801149535
2023-10-18,97.91406766180506
2021-08-04,81.69189994122041
2024-02-05,99.64240473101738
2022-03-18,86.09029915253224
2023-11-10,98.12867511514081
2021-01-11,77.56808880094694
2020-11-10,76.23795677961279
2021-03-18,78.73839478463334
2020-11-15,76.43957773804925
2022-04-04,86.47470149136794
2022-03-23,86.06865115124964
2023-07-27,95.96158721560782
2021-02-28,79.03624565206454
2021-07-07,80.93968156229033
2021-08-17,81.95698541601833
2022-07-03,88.13039107346599
2023-12-03,98.70191068027799
2022-02-27,85.76774733509653
2023-05-20,94.81276046740248
2023-05-25,94.76218283630806
2020-08-15,74.52780696560362
2021-12-31,84.65226917627061
2022-04-09,86.69526623736266
2022-09-27,89.88566111043687
2021-12-05,84.2674137008236
2020-03-07,71.19045935925722
2021-01-28,78.05953191572154
2021-08-02,81.5716627805601
2022-10-07,90.36381117287303
2020-07-30,74.14948667863138
2023-03-21,93.40512155272475
2022-08-16,89.24694020711216
2021-06-20,80.69644379324839
2022-09-16,89.929451262498
2021-11-08,83.40312451378367
2020-03-26,71.56672570746514
2023-10-02,97.23087676940072
2020-09-29,75.48008814909026
2022-07-25,88.67028511359823
2023-10-27,97.71608521537078
2023-10-03,97.11170888497492
2021-09-22,82.3541430187696
2023-05-19,94.70936972941513
2023-11-21,98.0623409789372
2023-11-07,98.39644120262247
2020-09-30,75.4808668525521
2024-02-24,100.513032694159
2020-12-28,77.54305180922516
2021-09-14,82.74084766067165
2020-01-03,69.94816392803236
2020-01-07,70.22282296716907
2020-11-07,76.28284472733418
2021-11-09,83.5040154280884
2021-10-27,83.6046663808773
2023-05-08,94.57260393693899
2024-02-08,100.23388826246013
2020-08-03,74.38876722383895
2023-04-16,95.44762011969107
2020-01-28,70.87977162429394
2024-02-25,100.00670244449891
2022-06-05,87.83014563924897
2022-09-26,88.9493440522719
2021-09-30,82.68625837083924
2022-02-06,85.1583526072845
2022-04-26,86.85659962889939
2021-09-16,82.52422979685342
2022-05-19,87.39725927660238
2020-09-13,75.09326422123688
2020-01-26,70.79981007554993
2020-12-02,76.73086347240842
2021-07-26,81.50952994038418
2020-02-17,70.66808326048935
2020-04-16,72.47195706594546
2020-12-15,76.81570545055256
2020-02-25,71.31446597980018
2023-03-20,93.87361648278478
2020-08-01,74.2683347757611
2020-04-30,72.37321740471386
2022-06-08,87.69417225563227
2022-04-29,86.55303192253143
2020-03-13,71.35180343672857
2022-03-09,85.64772196595493
2022-01-06,84.7894841462721
2020-02-15,71.24487333748652
2023-07-07,96.00497350870918
2021-06-07,80.49407711057943
2022-06-07,88.42528257021524
2022-03-20,86.29793246631347
2023-02-11,92.50948133128551
2022-03-24,86.19172731669882
2021-06-17,80.67768611462054
2023-11-17,98.58083126888185
2021-08-26,82.34586902660483
2021-04-10,78.65983603274593
2022-04-14,86.85230812644579
2024-01-11,99.56315014579276
2022-10-20,89.91000745020756
2022-08-26,89.44459678172319
2020-03-01,71.21981506584275
2022-06-25,88.11994422607235
2020-04-02,72.03493393033757
2021-10-28,83.44229227996303
2021-12-22,84.39859358776883
2020-07-13,74.01114690950874
2020-10-07,75.52693432742329
2021-11-26,83.81717638911731
2020-12-25,77.63989256247203
2021-06-03,80.48575679927143
2024-01-17,99.46076220073462
2022-08-28,89.43545390395184
2020-07-01,73.74564611506105
2022-11-06,90.89824493998833
2020-04-20,72.00881018352023
2020-02-12,70.83639059746328
2023-02-07,92.3286683045531
2020-07-23,73.84084057268996
2024-01-13,99.53947674989475
2020-02-22,71.23962263555313
2021-06-29,80.73199281959846
2022-10-10,90.16135423403011
2022-07-04,88.36179663121311
2023-04-14,94.15961763526316
2022-11-19,90.88365195583218
2020-07-02,73.90382030515626
2020-05-17,72.80908283782456
2023-02-20,92.90117605021776
2020-03-21,71.46098595339141
2023-05-15,94.23290427844458
2020-04-15,72.52040742973638
2021-06-25,80.85087456508457
2022-01-25,84.61840989787889
2021-04-25,80.15629124286914
2020-06-14,73.37665383769445
2020-09-05,75.04785329713634
2020-11-03,76.21720915548251
2021-03-22,79.283610278474
2022-03-03,85.55277143092862
2020-11-30,76.4327912302527
2020-04-07,72.59166299436015
2022-02-16,85.47609527991453
2022-01-07,84.51544373379008
2024-01-29,99.84809879869881
2022-08-21,89.44191899268196
2020-04-12,71.96124111518284
2021-03-10,78.71832992724637
2020-03-15,71.89425640709723
2023-09-23,97.2421034554696
2023-01-19,92.45061611437654
2023-10-12,97.47214468945548
2020-10-29,76.4925845437555
2023-08-06,96.2543516693253
2023-09-08,97.17441374243651
2023-10-19,97.88937338201532
2022-02-01,84.89341136925158
2022-01-03,84.66076518316511
2021-01-23,77.50812131757604
2020-08-23,74.54682487521646
2023-10-07,97.59337792234929
2020-09-24,75.65116551319323
2020-11-01,76.14690511541609
2022-03-19,86.13436514928381
2020-04-27,72.38108562180864
2023-05-14,94.71954003564979
2021-11-04,83.72905095060443
2020-09-06,75.38897020503448
2023-01-12,91.81387557847184
2023-08-24,96.63646329299982
2020-03-12,71.52724328164044
2020-04-04,71.72689200949094
2022-05-17,87.50430005679598
2020-02-03,70.80666615764844
2023-03-09,93.37376690972263
2021-03-24,79.116228237096
2021-03-21,79.17600574505377
2022-02-10,85.36721657468894
2021-12-17,84.03147414867104
2022-06-26,88.16959883218483
2023-03-05,93.44304172990176
2022-07-10,88.58926880119732
2022-11-13,90.99903946085672
2020-03-18,71.98693804288166
2020-03-25,71.50525877170801
2023-08-18,96.57065491677092
2020-03-23,71.59161666622676
2021-04-02,78.79400447796486
2022-07-28,89.07669172578098
2021-11-07,83.48508471043823
2022-10-02,90.23564483781084
2022-12-26,91.59175567810867
2021-03-12,78.8717874005776
2022-02-09,85.70087149345264
2021-10-06,82.66482581510675
2022-09-14,89.70821942016302
2022-07-15,88.65762846947246
2023-04-25,94.39279759641948
2021-02-08,77.88576372929174
2023-08-16,96.30119067810735
2023-05-21,94.81169898870633
2023-01-26,92.65823672715966
2020-04-14,72.19443278799822
2021-09-01,82.10278919022548
2022-12-11,91.28477502904212
2021-11-19,84.2341018812245
2022-11-24,91.26785007413966
2022-08-10,88.88137268291466
2020-03-03,70.93764082568029
2020-10-08,75.75206009387152
2022-02-17,85.72288737988222
2022-10-26,90.95439446982955
2020-08-26,74.70022358321181
2020-08-11,74.57578680503437
2020-05-25,72.78514682120247
2023-11-20,98.3146568002616
2021-01-08,77.27378174012367
2023-05-31,95.101928946993
2020-04-28,72.29258076660741
2023-02-16,92.66703444494745
2020-09-07,75.27829040377507
2024-01-06,99.1535330166884
2023-05-11,94.32072815541297
2022-09-06,89.2482937402855
2020-01-10,70.32830899746187
2021-03-25,78.97459916536958
2022-06-22,88.20585942061193
2021-12-09,84.29868258517772
2020-09-12,74.96719159482633
2021-08-16,81.76267672106708
2021-01-24,77.53260650649985
2022-09-05,89.41750093404859
2023-05-27,94.72680979215635
2021-07-11,81.18257647549454
2023-07-31,95.90489245111563
2022-05-09,87.06943480847136
2021-04-05,79.26914436716153
2021-12-24,84.3774353020907
2023-11-03,98.08808112233494
2020-05-24,72.81117046728976
2021-05-16,79.66658564003731
2023-01-18,92.40123258748744
2022-01-09,83.13185875960384
2023-11-06,98.40521435374616
2022-01-01,84.83000653452434
2021-06-23,80.8617576418981
2020-06-26,73.08496299923033
2024-01-08,99.53898023028476
2021-11-28,84.01678136430013
2023-06-03,95.05393116094825
2022-11-27,91.1793092858674
2023-02-24,93.35607074114182
2022-11-12,90.73346175242624
2024-02-23,100.29490452872429
2020-01-08,70.11626649872578
2022-06-01,87.76960609552606
2021-10-29,83.72103010409323
2023-03-22,93.45373752178286
2020-12-23,77.12164575209968
2022-02-22,85.21255355458491
2022-01-05,85.17891302133366
2020-11-25,76.67019847438003
2022-12-03,91.09055813578915
2023-03-10,92.30742205090958
2023-02-06,92.76659334870227
2020-09-15,75.29124420635448
2023-04-06,93.88581431831572
2021-01-07,77.3509467342874
2023-01-23,92.22101430685305
2022-08-04,88.96048681214592
2020-05-22,73.11990807881061
2021-06-09,80.29715355986256
2023-08-15,96.16227403741898
2020-08-20,74.55291301865081
2023-08-26,96.46186278720468
2023-12-15,98.93188162313277
2021-03-16,78.78982653731723
2021-06-15,80.4350743303449
2023-05-04,94.31870195979432
2020-08-14,74.37663542746165
2022-11-14,90.78667172255513
2020-08-16,74.14114926389212
2023-07-23,96.34352164038287
2023-08-10,96.43006116649768
2020-07-31,73.98197649766473
2022-06-04,87.9138699372145
2020-03-20,71.3924157735642
2020-05-28,72.83655270159791
2022-03-25,86.02940221591975
2022-07-13,88.65323400013855
2022-07-22,88.65034035991938
2021-11-02,83.4006098137232
2023-07-19,95.75015761609399
2021-07-09,80.77835425525876
2023-07-16,95.98661035339589
2020-05-13,72.72748070054514
2024-02-16,99.68090188512015
2022-04-03,86.42016214959679
2021-02-12,78.32977606765252
2021-01-03,77.18189002248805
2021-05-22,79.90866368516164
2023-04-13,94.1198656949475
2021-05-19,80.16907826746117
2023-09-14,96.69901709228505
2020-12-13,77.14552966085736
2021-01-21,77.79379193703906
2020-01-01,69.47258883401527
2020-12-26,77.07793990690553
2022-06-13,87.8046779574496
2022-04-08,86.85716846708047
2023-12-07,98.54350369785405
2021-04-20,79.76968256735236
2023-07-24,96.06737170339265
2020-02-27,71.04146996218934
2021-09-29,84.97653151497941
2023-08-19,96.38087460200181
2022-12-01,91.22760730499323
2022-09-01,89.69363654530183
2020-06-21,73.59378794027153
2021-03-26,78.88182319928913
2020-05-05,72.56473008008655
2022-09-28,89.64168921712383
2021-06-14,80.32222561883692
2022-05-07,87.40460497960119
2021-12-14,82.33914274045094
2020-03-31,71.40184352651947
2024-01-12,99.38442540327567
2020-06-30,73.8122125960875
2022-05-25,87.87648250831897
2022-10-24,90.67362745968524
2022-02-25,86.11734632235026
2021-02-18,77.82333276213001
2020-09-08,74.85499699884711
2020-03-10,71.62059774656419
2022-03-14,86.25046602479172
2020-05-11,72.79167979992218
2020-10-27,76.13068293943152
2022-11-03,90.48236905401545
2020-11-22,76.35536551070082
2024-01-26,99.53432110508375
2023-02-02,92.77632217912246
2021-05-14,79.99549623857268
2020-12-07,78.76971741021444
2022-04-12,86.69776669157868
2020-12-30,77.46066150370655
2021-05-10,79.53852231163343
2023-11-16,98.10247670346341
2020-12-04,76.684814157568
2021-02-25,78.51569980034304
2020-06-13,73.1657723607174
2020-01-29,70.61916476127702
2021-05-31,80.31996907329797
2020-07-12,73.89829462867304
2022-09-20,89.42558128368147
2023-10-14,97.40062518671172
2022-08-03,88.43144255628259
2023-10-13,97.68586591663455
2020-06-18,73.46783065209618
2020-06-16,73.25192897355828
2021-10-14,82.9448659115294
2020-06-22,73.3560456376174
2021-06-02,80.24638866164933
2023-05-16,94.63132983377903
2023-04-12,94.1059211627996
2022-07-01,88.70967476217935
2021-05-06,79.86250685577374
2022-08-11,88.92970178576218
2020-03-14,70.7770063175188
2023-06-26,95.73050943190889
2021-08-10,81.95164399038876
2022-01-20,85.27887465055049
2021-10-19,83.12102066992584
2022-04-22,86.96583653552644
2020-08-22,74.51791595930966
2022-01-02,84.71851524645375
2020-08-02,74.27463566295492
2020-06-11,72.8864663593929
2020-05-12,72.56522321554121
2023-01-24,92.47889438543382
2020-08-10,74.40229988479427
2023-05-30,94.66970388861986
2022-07-23,88.61284720968688
2020-07-04,73.47606520398273
2020-02-11,70.87658647549968
2021-11-23,83.67921046680661
2020-04-18,72.14726232815718
2020-02-08,70.85822980154578
2021-07-22,81.48699156064032
2022-12-20,92.25390788370662
2023-07-10,95.82821581859561
2024-01-03,99.19928453637786
2021-04-28,79.76303563208147
2021-04-13,79.20885896838885
2022-06-09,87.74868464527094
2022-08-05,88.87168165170513
2020-01-25,70.40178271816264
2023-10-20,99.7834508314826
2023-04-24,93.98704753559383
2020-03-09,71.45927408148653
2022-06-03,87.8267779926552
2023-07-08,95.84177794298316
2021-01-01,77.08976155711844
2021-05-20,80.17753964779632
2022-04-30,87.26271182525146
2023-08-28,97.03312055733487
2021-01-18,77.20966706805035
2022-01-04,84.89164297283116
2021-12-18,84.49363084846865
2023-09-18,97.06575374645594
2021-03-30,79.03530268181824
2020-09-21,75.28002039947637
2020-03-16,71.4843225555585
2021-03-20,79.03936054533003
2021-01-30,77.67463285807351
2020-06-25,72.77829685955648
2023-08-23,96.39939549964681
2022-12-04,91.65468608164048
2023-09-17,96.96773255218824
2021-08-18,81.74411837463992
2020-03-02,71.21297248789129
2022-05-22,87.13951227590273
2023-09-03,96.84717888521901
2023-11-28,98.38077080156529
2020-10-05,75.41302452863707
2020-02-06,70.3192577027724
2021-10-24,83.32723263159978
2023-10-04,97.9371404362889
2023-01-07,92.09766494068747
2022-09-04,89.47119549914152
2022-01-08,84.6795865663359
2020-07-10,73.58266137223978
2022-07-08,88.21479472741238
2021-04-01,78.78902270916888
2021-11-06,83.34487353631754
2022-01-30,85.07494164485257
2023-10-05,97.24853221643505
2021-12-29,84.7098046906167
2021-02-16,78.2220801251052
2022-04-05,86.51317788582872
2021-09-08,82.11202708870432
2020-04-24,72.25493448784859
2021-02-21,78.50386959499578
2023-12-20,98.78762165160717
2022-08-27,89.63911008131544
2021-08-27,82.12709803651006
2023-12-26,99.14626845430007
2020-03-30,71.43281216676075
2022-04-28,87.21950948539217
2023-03-07,93.15799876172147
2023-12-25,98.7838139668407
2022-01-23,85.31991397491876
2021-05-13,80.19793548110994
2020-01-12,70.42714781338996
2021-01-31,77.93121945255228
2020-10-11,75.9302344630904
2022-12-02,91.28107307246763
2021-11-21,83.58101298981317
2023-08-17,96.52157547581852
2023-11-25,98.24036670258523
2021-11-20,83.76703274477616
2022-05-01,87.12740278077428
2020-06-08,73.51492457362527
2022-06-14,87.67622667215737
2023-04-21,93.80085000341343
2020-09-14,75.28116255313498
2020-12-01,76.6396285291045
2023-11-29,98.6168549359198
2022-11-05,90.71988305578591
2021-05-30,80.30096574138801
2022-10-12,90.3867942981877
2022-02-07,85.51025303617052
2023-08-29,96.85962864978487
2022-01-31,84.91223138451825
2023-01-22,91.66568352249618
2021-06-05,80.72282512863899
2020-01-23,70.32581849238065
2020-12-22,77.05968499786285
2023-08-27,96.49189124117602
2020-12-06,76.97516741279335
2021-03-07,78.57963355260897
2021-04-18,79.56867301231362
2020-08-05,74.1932984549723
2022-06-30,88.21021997249942
2023-05-07,94.11055667753702
2022-10-08,90.05335590833113
2024-01-20,99.73473943769774
2020-04-03,72.01100580270216
2022-10-05,90.17371821199762
2022-12-06,91.23163181891763
2022-12-28,93.10607863356864
2021-11-27,83.80046547209058
2022-09-23,89.91761038724458
2020-06-02,73.37579895490737
2023-01-04,92.0099035527458
2023-08-12,96.33733751757346
2024-02-28,100.1775097798128
2022-02-28,86.091997643633
2021-08-03,81.56296402463971
2021-12-04,84.08717445382605
2023-07-02,95.3682909564274
2021-05-02,79.7006523104992
2021-07-13,81.19853412132328
2022-03-12,85.9732701244204
2021-05-27,80.24699240913985
2021-09-25,82.76790856536401
2023-01-30,92.37204610072166
2023-09-20,97.2659266283071
2022-03-01,85.90058782371845
2020-04-26,72.37305429167964
2022-01-10,86.1735812858135
2022-12-17,91.92408172967542
2022-04-10,86.41064897783897
2020-04-29,72.32157056324905
2021-10-18,80.65198916877826
2021-09-27,82.57413472641323
2021-01-04,77.35999176744494
2020-09-25,75.50025766295148
2021-10-17,83.2813435566871
2022-07-24,88.58124098813902
2022-04-02,86.43887424651332
2022-05-16,87.0305287491354
2020-02-16,70.87999576690999
2023-08-03,95.97551414044447
2022-09-18,89.74788360858679
2022-05-26,87.66137376769235
2022-02-12,85.39828518150827
2024-03-01,100.37728125383059
2020-01-05,70.30562071085264
2022-09-30,89.76686983880421
2023-08-14,96.27473575329488
2020-09-20,75.03091769861861
2023-04-15,93.78404207488704
2024-02-29,100.60047211619818
2021-03-19,79.16751909723965
2022-09-29,90.0468455072009
2022-12-13,91.78626531861207
2022-04-17,86.56012531807006
2023-09-22,97.18645470097299
2020-10-31,76.24915467530447
2023-04-05,93.44378794476236
2020-11-09,75.96888285329625
2020-05-29,73.00334090125823
2023-02-22,92.9736871321823
2021-07-28,81.58526519488711
2020-02-20,70.98622380430113
2023-04-02,93.51202492475763
2021-12-27,85.11512146527177
2022-04-13,87.13678537342084
2023-01-20,91.87536909116933
2021-04-15,79.18609053231458
2022-08-29,89.69512664854777
2021-10-15,83.32220995851765
2021-02-03,77.7693825812294
2021-05-26,80.4260877507237
2020-11-16,76.50241066860745
2020-01-20,70.23206140098085
2021-11-15,84.29955909579535
2020-02-05,70.85208395483261
2022-06-21,88.1865762699542
2022-04-07,86.20791183831452
2023-09-27,98.56349154241528
2021-02-11,77.94820231947554
2022-07-09,88.42041394772451
2021-06-21,80.77045394214356
2022-01-28,85.42468040954793
2022-11-28,91.24982777836188
2020-09-02,75.00339673490541
2023-02-01,92.36720614671376
2022-02-23,85.88469488078165
2021-05-04,79.70476098503647
2020-06-03,73.06496362875346
2022-08-19,89.27457819170779
2022-05-03,87.07588209058274
2021-09-17,82.54276546746011
2021-11-16,83.53616429585338
2021-07-23,81.12393694299111
2023-12-18,98.71704777702355
2020-01-18,70.1799920449304
2020-05-07,72.46040074457937
2024-02-04,100.05626596922558
2022-07-16,88.34275827508422
2022-09-07,89.31709792373682
2024-01-31,99.67195030176453
2020-07-09,74.12432828888174
2023-02-13,92.82442735329568
2022-09-19,89.87045015922337
2024-01-25,99.70296882245832
2023-06-24,95.35709426230667
2021-08-29,81.9389805223977
2020-06-29,73.54788382432761
2020-10-28,76.61049669800411
2021-05-11,79.50311712581755
2023-08-04,96.30861314375014
2023-12-06,99.12359507003694
2023-06-09,95.26872346012198
2021-06-01,80.65293571422492
2022-12-05,91.5278228259328
2021-04-21,79.26741991790391
2020-06-06,73.21357407172854
2023-04-10,93.82189718907163
2020-01-17,69.91010067981479
2022-12-08,91.61555215791407
2024-02-07,99.73694477117475
2021-06-30,80.49263961120346
2021-10-20,83.46382570832323
2023-05-29,94.59888841097313
2022-10-16,90.48547538509166
2023-06-30,95.31021241460371
2022-08-17,88.73526867257739
2023-12-01,98.5800168087967
2020-10-10,75.53653791906977
2022-03-08,86.2030517020146
2020-08-13,74.1865938822906
2020-01-27,70.46956396171751
2021-03-13,78.50644590746333
2024-01-19,99.42422592833117
2020-08-17,74.45059021634054
2020-02-07,70.46352990422255
2022-01-19,84.57663578737781
2022-11-11,90.95968353223235
2021-04-14,79.44724830642029
